Phone Name,List Price,Current Price,Brand Name,Operating System,RAM Memory Installed,About This Item,Product URL
"Samsung Galaxy A55 5G, Android Smartphone, Dual SIM Mobile Phone, 8GB RAM, 128GB Storage, Awesome Navy -1 Year Warranty/Local Version, Tax Paid","16,199","12,999",Samsung,Android 14,8 GB,"Capture stunning photos and videos with the triple-lens 50MP+12MP+5MP rear camera system, featuring advanced optical image stabilization and up to 10x digital zoom. | Enjoy a cinema-grade viewing experience on the vibrant 6.6-inch Super AMOLED display, with a silky-smooth 120Hz refresh rate for fluid scrolling and seamless gameplay. | Power through your day with the massive 5,000mAh battery, offering up to 25 hours of internet usage time on LTE and up to 79 hours of audio playback. | Stay connected with lightning-fast 5G, Wi-Fi 6, and Bluetooth 5.3 connectivity, allowing you to easily switch between devices and share content with friends and family. | Seamlessly integrate your digital life with the expansive Galaxy ecosystem, featuring compatible wearables, smart home devices, and the powerful SmartThings platform. | Knox Guard is a Samsung Knox cloud security service designed to protect devices against fraud and theft, even after reset or rooting attempts. It allows retailer to remotely lock a device if a buyer reports that the phone was missing from the delivered package or claims the order was not received.",https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Storage-Warranty/dp/B0CX95PRMC/ref=sr_1_21?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-21&xpid=b4uF2OEAeCBT_
Infinix Hot 50i 4G Smartphone 256GB Storage 8+8GB RAM - Titanium Grey,"5,649","5,199",Infinix,Android 14,16 GB,120Hz Punch-Hole Display with Dynamic Bar | Helio G81 Processor & 48 Month Performance TÜV Fluency | Dual Speakers 300% Ultra Volume | 18W FastCharge + 5000mAh Long-Lasting Battery | 48MP IMX582 Pure & Clean Camera,https://www.amazon.eg/-/en/Infinix-Hot-Smartphone-256GB-Storage/dp/B0DYF5X98M/ref=sr_1_22?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-22&xpid=b4uF2OEAeCBT_
"HONOR 400 5G Smartphone, 200MP AI Camera, Snapdragon 7 Gen 3, 12GB RAM+256GB Storage, 6.78"" Display, Android 15, 5000mAh Battery, Fast Charging, Desert Gold | 1 year manufacturer warranty","20,999","18,999",HONOR,Android 15,12 GB,"200MP AI Camera: Ensures you feel great every time you take photos | AI Creative Editor: Instantly enhances your photos, making them perfect as they should be | Big battery capacity for longer usage; fast charging, less waiting | PowerfulChip for Endless Potential: Snapdragon 7 Gen 3 is manufactured with the advanced 4nm process, reaching a new level with its excellent performance | Massive Storage: with 12GB RAM you can up to 40 APP Live , always smooth always new",https://www.amazon.eg/-/en/HONOR-Smartphone-Snapdragon-Charging-manufacturer/dp/B0FMQBZTGY/ref=sr_1_23?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-23&xpid=b4uF2OEAeCBT_
"Nokia 105 Classic | Dual SIM Keypad Phone with Built-in UPI Payments, Long-Lasting Battery, Wireless FM Radio, Charger in-Box | Charcoal",N/A,998,Nokia,S30+,N/A,Send and receive UPI payments with built-in UPI app | Stay entertained for hours with wireless FM | Long lasting battery life | Classic Nokia keypad phone | Snake game built-in,https://www.amazon.eg/-/en/Nokia-105-Payments-Long-Lasting-Wireless/dp/B0CJML9S4F/ref=sr_1_24?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602684&s=electronics&sr=1-24&xpid=b4uF2OEAeCBT_
"Xiaomi Redmi A5 Smartphone 4GB + 128GB, Battery 5200mAh Octa-Core Processor, 32MP Al Dual Camera, 6.88 Inch Display, Midnight Black| 18 Month manufacturer warranty","4,999","4,666",XIAOMI,Android 15,4 GB,"Smooth experience: The impressive 6.88 inch display offers a larger display area thanks to the extra-large display. Whether you're watching a movie or playing a game, it instantly attracts your attention. | 【Upgraded Processor】Powerful octa-core processor - No more delays. Powerful octa-core processor (2.4-5 GHz at Wi-Fi) for more balanced performance, less delays and more fun. | Extremely long battery life: the battery of the Redmi A5 smartphone has excellent 5200 mAh (typical value). Thanks to the long battery capacity, you can travel, watch videos or attend online meetings without worrying about power problems. | Intelligent operation: The Redmi A5 also offers multiple unlocking methods such as secure fingerprint unlocking and face unlocking for smarter and more convenient use.",https://www.amazon.eg/-/en/Smartphone-Octa-Core-Processor-Midnight-manufacturer/dp/B0F6LYPHP3/ref=sr_1_1?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-1&xpid=b4uF2OEAeCBT_
"Xiaomi Redmi Note 14 Smartphone, 8 + 256 GB, Black, 108 MP AI Camera System, 5500 mAh Battery, 120 Hz Eye Protection Display, AI Functions | 18 Month manufacturer warranty","9,999","9,099",XIAOMI,Android 14,8 GB,"108MP AI Camera System | 5500 mAh battery with 33 W TurboCharge | MediaTek Helio G99-Ultra, 6nm manufacturing process technology | Corning Gorilla Glass 5 | 120Hz eye protection display, touch control with wet fingers",https://www.amazon.eg/-/en/Smartphone-Protection-Functions-manufacturer-warranty/dp/B0DW1X3Z4D/ref=sr_1_2?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-2&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A56 5G, Android Smartphone, 256GB Storage, 12GB RAM, Awesome Lightgray, 6x OS Upgrades, Large Display, Long Battery Life 1 Year Warranty/Local Version","24,699","21,899",Samsung,android,12 GB,"CIRCLE IT, FIND IT: Circle to Search with Google is available on Galaxy A56 5G. Just circle, highlight or tap an object or text onscreen to get Google Search results | TURN PHOTOS INTO MASTERPIECES: Object Eraser removes unwanted distractions in the background will be recognized, removed and filled in to make a flawless photo | FILTERS JUST FOR YOU: Create your own filter or add a retro film effect to photos and videos | BUILT TO LAST WITH 6X OS UPGRADES: Galaxy A56 5G supports up to 6 generations of OS upgrades and up to 6 years of security updates to keep it running as good as new | LONG BATTERY LIFE FOR ALL-DAY WATCHING: With a long-lasting 5,000 mAh (typical) battery, you can enjoy movie marathons for up to 29 hours without having to charge your Galaxy A56 5G",https://www.amazon.eg/-/en/Samsung-Smartphone-Lightgray-Upgrades-Warranty/dp/B0DZHMVV91/ref=sr_1_3?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-3&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A07 Dual Sim 4GB RAM 64GB Storage Android Smartphone, 6.7-Inch Screen Size, Black- 1 Year Warranty/Local Version","5,299","4,699",Samsung,Android 14,N/A,"DESIGN: Sleek and slim design. Step up your mobile experience with the Galaxy A07’s 7.6 mm thin design, available in Black, Light Violet, and Green. | PERFORMANCE: Power to play, stream, and multitask all at once. With its new 6nm processor, the Galaxy A07 launches apps in a flash, keeps games silky-smooth, and handles streaming, gaming, and browsing all at once without missing a beat. | OS & SMR UPDATE: Stay current with 6x OS upgrades and security updates. Stay current and protected. Your Galaxy A07 delivers 6 major OS updates and 6 years of protection, so your phone stays fresh and secure for years to come. | IP54: IP54 dust and water protection. Thanks to its IP54 rating, your phone shrugs off dust and withstands splashes and 360° water spray, making it ideal for dusty environments, rainy commutes, or poolside fun. | DISPLAY: Immersive 6.7″ display. An immersive 6.7-inch edge-to-edge view combined with a smooth 90 Hz refresh rate makes streaming, swiping, and scrolling seamless.",https://www.amazon.eg/-/en/Samsung-Storage-Smartphone-6-7-Inch-Warranty/dp/B0FR8X25RH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-4&xpid=b4uF2OEAeCBT_
HONOR X5b Plus 4GB RAM 128GB Internal Storage 5200mAH - Midnight Black,,"4,535",HONOR,Android 14,4 GB,"TFT LCD 90Hz display with MediaTek Helio Octa-core (2.2 GHz) | 4GB RAM + 128GB storage, Midnight Black | 50MP main camera + 5MP selfie camera | 5200mAh battery with 10W charging | Android 14 with dual Nano SIM support | 3.5mm headphone jack | Wide device compatibility (Bluetooth, Wi-Fi, USB support)",https://www.amazon.eg/-/en/HONOR-128GB-Internal-Storage-5200mAH/dp/B0DK1Z2JTV/ref=sr_1_5?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-5&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A17 LTE, Android Smartphone, 128GB Storage, 6GB RAM, Black, 6x OS Upgrades, Large Display, 50MP OIS Camera 1 Year Warranty/Local Version","8,635","7,899",Samsung,Android,6 GB,"GEMINI: Talk with Gemini about anything you see. Speak freely and naturally with Gemini Live to get information in real time. Share your moments through the camera to ask for advice or ideas. | DESIGN: Sleek and stylish. A slimmer 7.5 mm frame with a revamped Key Island 2.0, and linear camera cluster give you more style with less bulk. It comes in Black, Gray, and Blue. | CAMERA: Steady video and brighter night photos with OIS. | OS & SMR UPDATE: Stay current with 6x OS upgrades and security updates. Keep your device current and your info protected with 6x OS upgrades and 6 years of security support. | DISPLAY: Vibrant 6.7"" Super AMOLED screen with fluid refresh rate. A wide and smooth 6.7-inch screen with Super AMOLED vibrancy and a 90Hz refresh rate means your world looks rich, bright, and immersive.",https://www.amazon.eg/-/en/Samsung-Android-Smartphone-Upgrades-Warranty/dp/B0FND1GG2X/ref=sr_1_6?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-6&xpid=b4uF2OEAeCBT_
"Samsung Galaxy A36 5G, Android Smartphone, 256GB Storage, 8GB RAM, Awesome Lavender, 6x OS Upgrades, Large Display, Octa-Core Processor 1 Year Warranty/Local Version",,N/A,Samsung,Android,8 GB,"SLIMMER DESIGN WITH A STYLISH TWIST: Make a statement with a mix of minimalism and durability with Galaxy A36 5G. Featuring a clean, linear grouped camera layout with a premium glass back. Built with a slimmer bezel and flat side frame,offering a slim,stylish feel and finish. | CIRCLE IT, FIND IT: Simply Circle to Search. Just circle the text or object you desire and get search results effortlessly. | FILTERS JUST FOR YOU: Craft one-of-a-kind photos with Galaxy A36 5G as your canvas and gallery images as your palette. Filters analyze your photos to create custom effects, from black and white to analog, making each shot uniquely yours. | ERASE THE UNNECESSARY EXTRAS: Transform your shot into a flawless work of art. Enhanced Object Eraser effortlessly detects, suggests and removes unwanted people in the background — while Edit Suggestion offers creative recommendations to deliver the finishing touch. | POWER TO PERFORM: Harness the full power of the Octa-core processor with a robust CPU, GPU and NPU, made to multitask, play games and stream your favorite shows. Galaxy A36 5G comes with an 15% larger vapor chamber to stay cool while handling tasks with ease. | BUILT TO LAST WITH 6X OS UPGRADES: Stay up to date with 6 generations of OS upgrades and 6 years of security updates to keep your Galaxy A36 5G secure and performing at its best. | BUILT TO KEEP YOUR PASSWORD SECURE WITH KNOX VAULT: Safeguard your sensitive data with EAL5+ certified Knox Vault for advanced protection.",https://www.amazon.eg/-/en/Samsung-Smartphone-Lavender-Octa-Core-Processor/dp/B0DZHL6LHZ/ref=sr_1_7?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-7&xpid=b4uF2OEAeCBT_
"HONOR X6c 6GB RAM 128GB Storage, 50MP AI Camera, 5200mAh Battery, MediaTek Helio Moonlight White |1 year manufacturer warranty","5,799","5,599",HONOR,"Android 15, Magic OS 9",6 GB,"AI Button: One-Click Access, AI at Your Service | Water Resistance for Everyday Ease: relax without worrying about spills, splashes, or drops | 5200 mAh Battery & 35W Charger: Big battery capacity for longer life span 4 years | 50MP Clarity AI Camera: stunning detail with a 50MP camera, delivering clarity day or night",https://www.amazon.eg/-/en/HONOR-MediaTek-Moonlight-manufacturer-warranty/dp/B0FD9VQ4PP/ref=sr_1_8?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-8&xpid=b4uF2OEAeCBT_
Oppo Reno 14F 5G 12Gb 256GB Opal Blue,"19,990","18,680",OPPO,N/A,N/A,Oppo Reno 14F 5G 12Gb 256GB Opal Blue,https://www.amazon.eg/-/en/Oppo-Reno-12Gb-256GB-Opal/dp/B0FLF62DS9/ref=sr_1_9?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-9&xpid=b4uF2OEAeCBT_
Apple iPhone 13 (128 GB) - Starlight with Face ID | Tax Paid | 2 Years Official Warranty,"31,500","30,444",Apple,iOS 15,4 GB,"Stunning 6.1-inch Super Retina XDR display with durable Ceramic Shield front glass, offering incredible brightness and color accuracy | Advanced dual 12MP camera system with Night mode and Cinematic mode for professional-quality photos and videos | Powerful A15 Bionic chip delivering exceptional performance and efficiency, with up to 19 hours of video playback battery life | IP68 water resistance (up to 6 meters for 30 minutes) and MagSafe charging capability up to 15W for enhanced durability and convenience | 128GB storage capacity and 5G capability, providing ample space for apps/media and ultra-fast connectivity for streaming and downloads",https://www.amazon.eg/-/en/Apple-iPhone-13-128-Starlight/dp/B09G9BJD28/ref=sr_1_10?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-10&xpid=b4uF2OEAeCBT_
"Infinix SMART 10–Iris Blue""120Hz LCD Display 6.67 inches,4+4GB RAM, 128GB Storage,8MP Front & Rear Camera, IP64, 5000mAh,Type-C, Android 15, Dual SIM, 24Month Warranty, 6 month screen Warranty","4,266","3,999",Infinix,Android 15,4 GB,"Enjoy a 6.67” HD+ display with 120Hz refresh rate for smooth, immersive viewing. Powered by up to 8GB RAM (4+4GB Extended) and 128GB storage for seamless multitasking. Capture clear photos with 8MP front and rear cameras, enhanced by AI features, dual flash, and beauty mode. Stay powered all day with a 5000mAh battery. Experience louder, clearer sound with 300% Ultra Volume and DTS audio. Built tough with IP64 dust and water resistance. Runs on XOS 15.1 with Android 15 for a smart, secure experience. Unlock instantly with side fingerprint or face unlock.",https://www.amazon.eg/-/en/Infinix-10-Iris-Display-Storage-Warranty/dp/B0FB9G36SB/ref=sr_1_11?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-11&xpid=b4uF2OEAeCBT_
"Xiaomi Redmi 15C Smartphone from 8 + 256 GB, Black Midnight, Screen of 6.9 Inch 120 Hz, MediaTek Helio G81-Ultr, Camera from 50MP, Charger Included | 18 Month Local warranty","6,999","6,555",XIAOMI,Android 15,8 GB,"2. Immersive 6.9"" display. | 3. Powerful octa-core processor. | 4. 50MP AI dual camera. | 5. Elegant and refined design.",https://www.amazon.eg/-/en/Smartphone-Midnight-MediaTek-G81-Ultr-Included/dp/B0FNNDQG1T/ref=sr_1_12?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-12&xpid=b4uF2OEAeCBT_
"HONOR 400 Lite 5G Smartphone, 6.7"" 120Hz Display, 8GB RAM+256GB Storage, IP65 Water-Resistant, MagicOS 9.0 (Android 15), Velvet Grey | 1 year manufacturer warranty","12,999","11,888",HONOR,MagicOS 9.0 (Based on Android 15),8 GB,"See It. Tap It. Learn It.: Press and hold the AI Camera Button to unlock visual intelligence and get instant answers to everything you see. | One Tap to Memorable Moments: Take photos, record videos, or zoom with ease, The AI Camera Button makes shooting fast, smooth, and effortless. | 3500nits Brightness: Clarity in Every Light. | Water-resistance. Drop proof. Carefree: Certified IP65 and SGS five-star reliability for water-resistance and anti-drop protection.",https://www.amazon.eg/-/en/HONOR-Smartphone-Water-Resistant-manufacturer-warranty/dp/B0FKNH19S7/ref=sr_1_13?dib=eyJ2IjoiMSJ9.rIa-SkRtqef3YKEbowLKnJdJruRlIURIZkK0Rg2LOGvf4mCl_8yyU6k2Ywq5PzcY1f8Y1y30Aimc-JxyX9EJ3aByhhcg7fiV32107LGxZwn-b2whHEiS_ABanjsBjf9uCqALp13ibX0Asc8MPSEIt-5RlPt98uMvVLU7G6RjbGN8rzg0bjOxwkU4e4ROBW-QU35aaU7DBQ6I8qvFwM5qtI2sLx-8FCUQcVde9REn8VwyZtCK1KLQ0LuMYtfxwMNzE_mCSXXphlPgLnQOnHYGo9g7bVHyuGZ8VbASb8B42Fw.-E54XfZKCOO9GOOgPzuW2AYln0rFtBTJ2FzpVqMG1QU&dib_tag=se&qid=1762602740&s=electronics&sr=1-13&xpid=b4uF2OEAeCBT_
